model,num_benchmarks,mean_wall_clock_seconds,mean_generation_seconds,mean_model_load_seconds,mean_tokens_per_second,mean_output_tokens,mean_samples_per_second,peak_cpu_ram_bytes,peak_gpu_memory_bytes,mean_cpu_utilization_percent,measured_benchmarks,estimated_benchmarks
gpt-4o,36,7.199500728890093,4.265834229032205,0.9364597999956459,,,0.3550718806052468,2132660224.0,,3.0846583330588095,36,0
claude-sonnet-4-5,36,8.071629142082788,3.944159752220569,1.8560027999337763,,,0.2628375937960604,1999327232.0,,2.2769983712862705,36,0
