model_a,model_b,benchmarks_used,observed_mean_delta_a_minus_b,bootstrap_mean_delta,ci05,ci025,ci50,ci975,ci95,probability_delta_above_zero
claude-sonnet-4-5,gpt-4o,36,-0.045136769211801396,-0.04486013964103627,-0.10849403766006845,-0.12007451271512172,-0.0465207800480192,0.03925230112823651,0.02461646221334806,0.1352
