model,num_benchmarks,mean_score,median_score,std_score,mean_normalized_score,mean_z_score,mean_rank,estimated_stats_benchmarks,first_place_finishes
gpt-4o,36,0.42919470836823687,0.32670899763353,0.361142016708216,0.7222222222222222,0.2357022603955158,1.2777777777777777,0,26
claude-sonnet-4-5,36,0.38405793915643544,0.2594306960623428,0.3376181315403429,0.3888888888888889,-0.23570226039551587,1.6111111111111112,0,14
