model,benchmarks_used,observed_mean_score,bootstrap_mean_score,bootstrap_std,ci05,ci25,ci50,ci75,ci95
gpt-4o,36,0.4291947083682369,0.42879329228267665,0.05946772385660399,0.33142057857980417,0.3882316767084632,0.42821039285032575,0.46891550279764216,0.5277703284403857
claude-sonnet-4-5,36,0.38405793915643544,0.3836629941879798,0.055610497357535316,0.2928995562845617,0.3456588454057892,0.38299740483379996,0.42135953680912697,0.4757117294571887
