model,num_benchmarks,mean_wall_clock_seconds,mean_generation_seconds,mean_model_load_seconds,mean_tokens_per_second,mean_output_tokens,mean_samples_per_second,peak_cpu_ram_bytes,peak_gpu_memory_bytes,mean_cpu_utilization_percent,measured_benchmarks,estimated_benchmarks
gpt-4o,30,6.870301844334657,3.3884380580040547,0.9364597999956459,,,0.36201676289956985,2132660224.0,,2.6775506517896037,30,0
claude-sonnet-4-5,30,8.477905498832891,3.5467874308318517,1.8560027999337763,,,0.2568195610579209,1999327232.0,,2.1588190134613687,30,0
