model,num_benchmarks,mean_score,median_score,std_score,mean_normalized_score,mean_z_score,mean_rank,estimated_stats_benchmarks,first_place_finishes
gpt-4o,30,0.42836698337521756,0.32670899763353,0.36229002535260957,0.7333333333333333,0.2592724864350674,1.2666666666666666,0,22
claude-sonnet-4-5,30,0.3675361936543892,0.225,0.33871168236453564,0.36666666666666664,-0.25927248643506745,1.6333333333333333,0,11
