model_a,model_b,benchmarks_used,observed_mean_delta_a_minus_b,bootstrap_mean_delta,ci05,ci025,ci50,ci975,ci95,probability_delta_above_zero
claude-sonnet-4-5,gpt-4o,30,-0.06083078972082834,-0.06099791260736008,-0.10941251167082267,-0.11994210405029752,-0.06049427911417238,-0.0022379121743002534,-0.011647926388966072,0.0196
