model,benchmarks_used,observed_mean_score,bootstrap_mean_score,bootstrap_std,ci05,ci25,ci50,ci75,ci95
gpt-4o,30,0.42836698337521756,0.4286249017555259,0.0647490858863699,0.32217491592895475,0.38435873488110184,0.4280263639163028,0.4735056239461038,0.5339522265019085
claude-sonnet-4-5,30,0.36753619365438916,0.3689341755617673,0.06197927382474997,0.2689471691564354,0.326188657143079,0.3685139515841786,0.41101623764324124,0.4692390935636775
