model_a,model_b,benchmarks_used,observed_mean_delta_a_minus_b,bootstrap_mean_delta,ci05,ci025,ci50,ci975,ci95,probability_delta_above_zero
claude-sonnet-4-5,gpt-4o,12,-0.12813131313131312,-0.12765852020202023,-0.22499999999999995,-0.24230303030303035,-0.12813131313131315,-0.009595959595959597,-0.029797979797979796,0.0158
