model,num_benchmarks,mean_wall_clock_seconds,mean_generation_seconds,mean_model_load_seconds,mean_tokens_per_second,mean_output_tokens,mean_samples_per_second,peak_cpu_ram_bytes,peak_gpu_memory_bytes,mean_cpu_utilization_percent,measured_benchmarks,estimated_benchmarks
gpt-4o,12,13.319378385834474,5.145974627086737,0.9364597999956459,,,0.30308763861080446,2132660224.0,,3.730359252902804,12,0
claude-sonnet-4-5,12,14.981123558750552,3.391810131667201,1.8560027999337763,,,0.2538269231405222,1977044992.0,,1.4713539616438223,12,0
