model,benchmarks_used,observed_mean_score,bootstrap_mean_score,bootstrap_std,ci05,ci25,ci50,ci75,ci95
gpt-4o,12,0.44999999999999996,0.45242666666666664,0.1140009111345439,0.2625,0.37916666666666665,0.4513888888888889,0.5291666666666667,0.6402777777777778
claude-sonnet-4-5,12,0.32186868686868686,0.3241050909090909,0.07925145848951574,0.19381313131313135,0.2667929292929293,0.3249242424242424,0.3790909090909091,0.45416666666666666
