model,num_benchmarks,mean_score,median_score,std_score,mean_normalized_score,mean_z_score,mean_rank,estimated_stats_benchmarks,first_place_finishes
gpt-4o,12,0.45,0.45833333333333337,0.40476954410921756,0.8333333333333334,0.4124789556921527,1.1666666666666667,0,10
claude-sonnet-4-5,12,0.32186868686868686,0.29333333333333333,0.288330798780773,0.25,-0.41247895569215265,1.75,0,3
